Page Number,Lesson Number,Ex/Voc,Sing. / Perf.,Dual / Imperf.,Plural / Verbal N.,English Translations,Verb Form,Part of Speech,Note/Warning
96,15,Vocabulary,تَعَاوَنَ,يَتَعَاوَنُ,تَعَاوُنٌ,"to co-operate, help one another",6,verb,checked against textbook
96,15,Vocabulary,اِنْقَلَبَ,يَنْقَلِبُ,اِنْقِلَابٌ,"return, be overturned",7,verb,checked against textbook
97,15,Vocabulary,اِتَّبَعَ,يَتَّبِعُ,اِتَّبَاعٌ,to follow,8,verb,checked against textbook
97,15,Vocabulary,اِخْتَلَفَ,يَخْتَلِفُ,اِخْتِلَافٌ,"to vary, differ",8,verb,
97,15,Vocabulary,اِسْتَغْفَرَ,يَسْتَغْفِرُ,اِسْتِغْفَارٌ,to seek forgiveness,10,verb,
97,15,Vocabulary,اِسْتَكْبَرَ,يَسْتَكْبِرُ,اِسْتِكْبَارٌ,"to be haughty, insolent, proud",10,verb,
97,15,Vocabulary,دِينٌ,,أَدْيَانٌ,religion,,noun,
97,15,Vocabulary,سَاعَةٌ,,سَاعَاتٌ,hour,,noun,
97,15,Vocabulary,مَاءٌ,,مِيَاهٌ,water,,noun,
102,16,Vocabulary,أَبْصَرَ,يُبْصِرُ,إِبْصَارٌ,"(*+bi-*) to see, observe",4,verb,checked against textbook
102,16,Vocabulary,دَبَّرَ,يُدَبِّرُ,تَدْبِيرٌ,"to manage, arrange",2,verb,
102,16,Vocabulary,كَلَّمَ,يُكَلِّمُ,تَكْلِيمٌ,"to speak to, address",2,verb,
102,16,Vocabulary,حِكْمَةٌ,,,wisdom,,noun,checked against textbook
102,16,Vocabulary,زَكَاةٌ / زَكَوٰةٌ,,,alms,,noun,checked against textbook
103,16,Vocabulary,صَلَاةٌ / صَلَوٰةٌ,,صَلَوَاتٌ,prayer,,noun,checked against textbook
103,16,Vocabulary,عَرْشٌ,,,throne,,noun,
103,16,Vocabulary,فَرِيقٌ,,,"party, company",,noun,
103,16,Vocabulary,قَدَمٌ (f.),,أَقْدَامٌ,foot,,noun,checked against textbook
103,16,Vocabulary,كَلَامٌ,,,"speech, words, word",,noun,
103,16,Vocabulary,تَحْتَ,,,beneath,,noun,
105,17,Vocabulary,هَلْ,,,[interrogative particle],,interrogative particle,checked against textbook
105,17,Vocabulary,أَ,,,"[interrogative particle] if it is used with *wa-* or *fa-* it precedes that particle, giving *a-fa-* or *a-wa-*",,interrogative particle,checked against textbook
105,17,Vocabulary,أَلَا,,,"can be a combined [interrogative & negative particle], or it may have the extended meaning ‘indeed’",,interrogative & negative particle / adverb,checked against textbook
105,17,Vocabulary,أَلَا,,,indeed (when أَلَا is followed by إِنَّ *inna* it will always mean 'indeed'),,adverb,checked against textbook & TODO update with info from lesson 19 & TODO just merge this with above entry?
105,17,Vocabulary,أَمْ,,,"or: introduces an alternative in an interrogative question. It can be used only in interrogative sentences, and in the Qurʾān it is used only after *a-*.",,conjunction,checked against textbook
105,17,Vocabulary,أَوْ,,,or: The general word for 'or'. This 'or' is used after هَلْ,,conjunction,checked against textbook
106,17,Vocabulary,أَيْنَ,,,'where?',,interrogative,checked against textbook
106,17,Vocabulary,أَنَّى,,,'whence?' and then 'how?',,interrogative,checked against textbook
106,17,Vocabulary,أَيَّانَ,,,'when?',,interrogative,checked against textbook
106,17,Vocabulary,مَتَى,,,'when?',,interrogative,checked against textbook
106,17,Vocabulary,كَيْفَ,,,'how?',,interrogative,checked against textbook
106,17,Vocabulary,مَا,,,'what?',,interrogative,checked against textbook
107,17,Vocabulary,مَا أَدْرَاكَ,,,'what has given you knowledge of ... ?',,idiom,checked against textbook
107,17,Vocabulary,مَاذَا,,,"'what?' (If ذَا is added to مَا, the meaning can only be interrogative)",,interrogative,checked against textbook
107,17,Vocabulary,لِمَ,,,'why?',,interrogative,checked against textbook
107,17,Vocabulary,مَنْ,,,'who?',,interrogative,checked against textbook
107,17,Vocabulary,مَنْذَا ٱلَّذِي,,,'who is there who ... ?',,idiom,checked against textbook
108,17,Vocabulary,كَمْ,,,'how many?',,interrogative,checked against textbook
108,17,Vocabulary,أَيٌّ,,,'which?',,interrogative,checked against textbook
109,17,Vocabulary,شَكَرَ,يَشْكُرُ,شُكْرٌ,"to thank, be thankful",,verb,
109,17,Vocabulary,صَبَرَ,يَصْبِرُ,صَبْرٌ,"to be patient, endure",,verb,
109,17,Vocabulary,صَدَقَ,يَصْدُقُ,صِدْقٌ,to tell the truth,,verb,
109,17,Vocabulary,قَسَمَ,يَقْسِمُ,قِسْمٌ,to divide,,verb,checked against textbook
109,17,Vocabulary,عَقَلَ,يَعْقِلُ,عَقْلٌ,to understand,,verb,
109,17,Vocabulary,عَجِلَ,يَعْجَلُ,عَجَلٌ,to hasten to,,verb,checked against textbook
109,17,Vocabulary,اِسْتَعْجَلَ,يَسْتَعْجِلُ,اِسْتِعْجَالٌ,"to hasten, seek to hasten",10,verb,checked against textbook
109,17,Vocabulary,كَفَرَ,يَكْفُرُ,كُفْرٌ,"to deny, not to believe in, to be an unbeliever",,verb,checked against textbook
109,17,Vocabulary,لَبَسَ,يَلْبِسُ,لَبْسٌ,to confound,,verb,checked against textbook
109,17,Vocabulary,أَسْمَعَ,يُسْمِعُ,إِسْمَاعٌ,to make hear,4,verb,checked against textbook
109,17,Vocabulary,بَشَّرَ,يُبَشَّرُ,تَبْشِيرٌ,to bring good news/tidings,2,verb,checked against textbook
109,17,Vocabulary,تَبَيَّنَ,يَتَبَيَّنُ,تَبَيُّنٌ,"to become clear, be made clear",5,verb,
109,17,Vocabulary,أَنْفَقَ,يُنْفِقُ,إِنْفَاقٌ,to spend,4,verb,
109,17,Vocabulary,خُسْرَانٌ,,,"loss, ruin [from *khasira* 'to lose']",,noun,
109,17,Vocabulary,حُكْمٌ,,,judgement,,noun,
109,17,Vocabulary,ذِكْرَى,,,"remembrance, reminder",,noun,
110,17,Vocabulary,مَفَرٌّ,,,refuge,,noun,
110,17,Vocabulary,قَارِعَةٌ,,,calamity,,noun,
110,17,Vocabulary,مَرَضٌ,,,illness,,noun,checked against textbook
110,17,Vocabulary,شِمَالٌ,,,"left, left hand",,noun,checked against textbook
110,17,Vocabulary,يَمِينٌ,,أَيْمَانٌ,"right, right hand; oath",,noun,checked against textbook
110,17,Vocabulary,قَلْبٌ,,قُلُوبٌ,heart,,noun,checked against textbook
110,17,Vocabulary,صُورَةٌ,,صُوَرٌ,form,,noun,checked against textbook
110,17,Vocabulary,أَصَمُّ (f.) / صَمَّاءُ,,صُمٌّ,deaf,,noun,checked against textbook & TODO check gender-word association
110,17,Vocabulary,خَالِصٌ,,,pure,,noun,checked against textbook
110,17,Vocabulary,بَاطِلٌ,,,false,,noun,checked against textbook
118,18,Vocabulary,حَسِبَ,يَحْسَبُ,مَحْسِبَةٌ,"to think, reckon",,verb,checked against textbook
118,18,Vocabulary,حَكَمَ,يَحْكُمُ,حُكْمٌ,"to judge, decide",,verb,checked against textbook
118,18,Vocabulary,سَكَنَ,يَسْكُنُ,سُكُونٌ,"to dwell, be at rest",,verb,checked against textbook
118,18,Vocabulary,طَمِعَ,يَطْمَعُ,طَمَعٌ,to desire,,verb,checked against textbook
118,18,Vocabulary,عَجَزَ,يَعْجِزُ,عَجْزٌ,to be unable,,verb,checked against textbook
118,18,Vocabulary,نَزَغَ,يَنْزَغُ,نَزْغٌ,"to cause strife, dissension",,verb,checked against textbook
118,18,Vocabulary,نَفِدَ,يَنْفَدُ,نَفَادٌ,to be exhausted,,verb,checked against textbook
118,18,Vocabulary,حَرَّمَ,يُحَرِّمُ,تَحْرِيمٌ,"to forbid, prohibit",2,verb,
118,18,Vocabulary,نَزَّلَ,يُنَزِّلُ,تَنْزِيلٌ,to send down,2,verb,
118,18,Vocabulary,أَنْذَرَ,يُنْذِرُ,إِنْذَارٌ,to warn,4,verb,
118,18,Vocabulary,تَابَعَ,يُتَابِعُ,مُتَابَعَةٌ,to do allegiance to,3,verb,
118,18,Vocabulary,أَدْخَلَ,يُدْخِلُ,إِدْخَالٌ,to cause to enter,4,verb,
118,18,Vocabulary,ذَبَحَ,يُذَبِّحُ,ذَبْحٌ,to sacrifice,,verb,
118,18,Vocabulary,أَسْخَطَ,يُسْخِطُ,إِسْخَاطٌ,to vex,4,verb,
118,18,Vocabulary,أَشْرَكَ,يُشْرِكُ,إِشْرَاكٌ,to ascribe partners to,4,verb,
118,18,Vocabulary,تَصَدَّقَ,يَتَصَدَّقُ,تَصَدُّقٌ,to give alms,5,verb,
118,18,Vocabulary,بَقَرَةٌ,,,cow,,noun,
119,18,Vocabulary,جَزَاءُ,,,recompense,,noun,
119,18,Vocabulary,خَطِيئَةٌ,,خَطِيئَاتٌ / خَطَايَا,sin,,noun,
119,18,Vocabulary,عِجْلٌ,,,calf,,noun,
119,18,Vocabulary,عَاقِبَةٌ,,,"end, consequence",,noun,
119,18,Vocabulary,لَحْمٌ,,,flesh,,noun,
119,18,Vocabulary,مَالٌ,,أَمْوَالٌ,property,,noun,
119,18,Vocabulary,حَنِيذٌ,,,roast,,noun,
119,18,Vocabulary,وَسَطٌ,,,middle,,noun,
119,18,Vocabulary,غُرَابٌ,,,crow,,noun,
124,19,Vocabulary,جَمَعَ,يَجْمَعُ,جَمْعٌ,"to gather, collect",,verb,
124,19,Vocabulary,غَفَلَ,يَغْفِلُ,غَفْلَةٌ,"to be heedless, forget",,verb,
124,19,Vocabulary,خَادَعَ,يُخَادِعُ,خِدَاعٌ,to try to deceive,3,verb,
124,19,Vocabulary,أَحْسَنَ,يُحْسِنُ,إِحْسَانٌ,to do good,4,verb,
124,19,Vocabulary,أَفْلَحَ,يُفْلِحُ,إِفْلَاحٌ,to prosper,4,verb,
124,19,Vocabulary,أَخْلَصَ,يُخْلِصُ,إِخْلَاصٌ,to be sincere,4,verb,
124,19,Vocabulary,تُرَابٌ,,,"earth, dust",,noun,
124,19,Vocabulary,زِلْزِلَةٌ,,,earthquake,,noun,
124,19,Vocabulary,فَتًى,,,old man,,noun,
125,19,Vocabulary,ضَيْفٌ,,,guest; guests,,noun,
125,19,Vocabulary,عَدْلٌ,,,justice,,noun,
125,19,Vocabulary,عُسْرٌ,,,difficulty,,noun,
125,19,Vocabulary,غُلَامٌ,,,"boy, son",,noun,
125,19,Vocabulary,نَعَمٌ,,أَنْعَامٌ,"animal, beast",,noun,
125,19,Vocabulary,يُسْرٌ,,,ease,,noun,
125,19,Vocabulary,سَقِيمٌ,,,"sick, ill",,noun,
125,19,Vocabulary,أَصْفَرُ,,صَفْرَاءُ,(f.) yellow,,noun,
125,19,Vocabulary,مُنَافِقٌ,,,hypocrite,,noun,
125,19,Vocabulary,وَهَّابٌ,,,forgiving,,noun,
125,19,Vocabulary,بَشِيرٌ,,,bearer of good news/tidings,,noun,
129,20,Vocabulary,حَزِنَ,يَحْزَنُ,حُزْنٌ,to be sad,,verb,
129,20,Vocabulary,عَرَفَ,يَعْرِفُ,مَعْرِفَةٌ,"to know, recognize",,verb,
129,20,Vocabulary,قَرُبَ,يَقْرُبُ,قُرْبٌ,"to come near, approach",,verb,
129,20,Vocabulary,نَقَضَ,يَنْقُضُ,نَقْضٌ,to break one's oath,,verb,
129,20,Vocabulary,أَفْسَدَ,يُفْسِدُ,فَسَادٌ,to cause mischief,,verb,
129,20,Vocabulary,حُلُمٌ,,,puberty,,noun,
129,20,Vocabulary,سِرٌّ,,أَسْرَارٌ,secret,,noun,
130,20,Vocabulary,شَجَرَةٌ,,شَجَرٌ,tree,,noun,
130,20,Vocabulary,سَوَاءٌ,,,equal,,noun,
130,20,Vocabulary,سَعَةٌ,,,wealth,,noun,
136,21,Vocabulary,رَكَضَ,يَرْكُضُ,رَكْضٌ,to run,,verb,
136,21,Vocabulary,صَعِدَ,يَصْعَدُ,صُعُودٌ,to ascend,,verb,
136,21,Vocabulary,زَيَّنَ,يُزَيِّنُ,تَزْيِينٌ,to cause to seem good,2,verb,
136,21,Vocabulary,وَاعَدَ,يُوَاعِدُ,مُوَاعَدَةٌ,to make an agreement with,3,verb,
136,21,Vocabulary,عَاهَدَ,يُعَاهِدُ,مُعَاهَدَةٌ,to make a covenant with,3,verb,
136,21,Vocabulary,أَسْلَمَ,يُسْلِمُ,إِسْلاَمٌ,to submit,4,verb,
136,21,Vocabulary,أَخْطَأَ,يُخْطِئُ,إِخْطَاءً,to make a mistake,4,verb,
136,21,Vocabulary,أَغْرَقَ,يُغْرِقُ,إِغْرَاقٌ,to drown,4,verb,
136,21,Vocabulary,أَعْرَضَ,يُعْرِضُ,إِعْرَاضٌ,to turn away,4,verb,
136,21,Vocabulary,انفَطَرَ,يَنفَطِرُ,انفِطَارٌ,to be split,7,verb,
136,21,Vocabulary,أَنقَذَ,يُنقِذُ,إِنقَاذٌ,to save,4,verb,
136,21,Vocabulary,مَثْوًى,,,lodging,,noun,
136,21,Vocabulary,جِنٌّ,,,Jinn,,noun,
136,21,Vocabulary,حِزْبٌ,,أَحْزَابٌ,party,,noun,
136,21,Vocabulary,ذُرِّيَّةٌ,,,"seed, offspring, descendants",,noun,
136,21,Vocabulary,غَمْرَةٌ,,غَمَرَاتٌ,pang,,noun,
136,21,Vocabulary,قَبْرٌ,,قُبُورٌ,grave,,noun,
137,21,Vocabulary,الْغَيْبُ,,,the unseen,,noun,
137,21,Vocabulary,جَنَاحٌ,,أَجْنِحَةٌ,sin,,noun,
137,21,Vocabulary,مِيثَاقٌ,,,"covenant, pledge",,noun,
137,21,Vocabulary,قَاعِدٌ,,قُعُودٌ,seated,,noun,
137,21,Vocabulary,مِصْرُ,,,Egypt,,noun,
137,21,Vocabulary,بِغَيْرِ,,,without,,noun,
141,22,Vocabulary,آثَرَ,يُؤْثِرُ,إِيثَارٌ,to prefer,4,verb,
141,22,Vocabulary,أَذِنَ,يَأْذَنُ,إِذْنٌ,"to permit, allow",,verb,
141,22,Vocabulary,اسْتَأْذَنَ,يَسْتَأْذِنُ,اسْتِئْذَانٌ,to seek permission,10,verb,
141,22,Vocabulary,أَمِنَ,يَأْمَنُ,أَمْنٌ,to be secure; to trust in,,verb,
141,22,Vocabulary,آمَنَ,يُؤْمِنُ,إِيمَانٌ,to believe,4,verb,
141,22,Vocabulary,آنَسَ,يُؤْنِسُ,إِينَاسٌ,"to see, perceive",4,verb,
141,22,Vocabulary,تَسَاءَلَ,يَتَسَاءَلُ,تَسَاؤُلٌ,to ask one another,6,verb,
141,22,Vocabulary,قَرَأَ,يَقْرَأُ,قُرْآنٌ,to recite,,verb,
141,22,Vocabulary,نَبَّأَ,يُنَبِّئُ,تَنْبِئَةٌ,"to inform, tell",2,verb,
141,22,Vocabulary,أَنبَأَ,يُنبِئُ,إِنبَاءٌ,"to inform, tell",4,verb,
141,22,Vocabulary,أَنشَأَ,يُنشِئُ,إِنشَاءً,"to raise, create, produce, grow",4,verb,
142,22,Vocabulary,بَرِئَ,يَبْرَأُ,بَرْءٌ,to leave,,verb,
142,22,Vocabulary,أَقْبَلَ,يُقْبِلُ,إِقْبَالٌ,to advance,4,verb,
142,22,Vocabulary,كَما,,,like (conjunction),,verb,
142,22,Vocabulary,مِثْلُ,,,like (preposition),,verb,
147,23,Vocabulary,حَبِطَ,يَحْبَطُ,حُبُوطٌ,to be useless,,verb,
147,23,Vocabulary,سَخَّرَ,يُسَخِّرُ,تَسْخِيرٌ,to subject,2,verb,
147,23,Vocabulary,مَتَّعَ,يُمَتِّعُ,تَمْتِيعٌ,to let enjoy; make provision for,2,verb,
148,23,Vocabulary,أَقْرَضَ,يُقْرِضُ,قَرْضٌ,"to lend, make a loan",4,verb,
148,23,Vocabulary,أَنْعَمَ,يُنْعِمُ,إِنْعَامٌ,"to bless, be gracious",4,verb,
148,23,Vocabulary,تَفَرَّقَ,يَتَفَرَّقُ,تَفَرُّقٌ,to be divided,5,verb,
148,23,Vocabulary,تَبَارَكَ,يَتَبَارَكُ,تَبَارُكٌ,to be blessed,6,verb,
148,23,Vocabulary,أَصْلٌ,,أُصُولٌ,root,,noun,
148,23,Vocabulary,بَأْسٌ,,,might,,noun,
148,23,Vocabulary,تَابُوتٌ,,,ark,,noun,
148,23,Vocabulary,حَبٌّ,,حُبُوبٌ,grain,,noun,
148,23,Vocabulary,حَجَرٌ,,حِجَارَةٌ,stone,,noun,
148,23,Vocabulary,حَدِيدٌ,,,iron,,noun,
148,23,Vocabulary,حِمَارٌ,,حَمِيرٌ,donkey,,noun,
148,23,Vocabulary,خِصْرٌ,,,green crop,,noun,
148,23,Vocabulary,رِجْسٌ,,,abomination,,noun,
148,23,Vocabulary,رَيْبٌ,,,doubt,,noun,
148,23,Vocabulary,سِفْرٌ,,أَسْفَارٌ,books,,noun,
148,23,Vocabulary,سَكِينَةٌ,,,"tranquillity, reassurance",,noun,
148,23,Vocabulary,سِيمَا,,,sign,,noun,
148,23,Vocabulary,فَتًى,,فِتْيَةٌ,youth,,noun,
148,23,Vocabulary,وَقُودٌ,,,fuel,,noun,
148,23,Vocabulary,يَمٌّ,,يِمَامٌ,fat,,noun,
152,24,Vocabulary,يَذَرُ,,,"to let, allow",,verb,
152,24,Vocabulary,وَرِثَ,يَرِثُ,إِرْثٌ,to inherit,,verb,
152,24,Vocabulary,وَزَرَ,يَزِرُ,وِزْرٌ,to carry a burden,,verb,
152,24,Vocabulary,وَسِعَ,يَسَعُ,وُسْعٌ,to be wide; encompass,,verb,
152,24,Vocabulary,وَصَفَ,يَصِفُ,وَصْفٌ,to describe,,verb,
152,24,Vocabulary,وَصَلَ,يَصِلُ,وُصُولٌ,to arrive,,verb,
152,24,Vocabulary,وَضَعَ,يَضَعُ,وَضْعٌ,to put down,,verb,
153,24,Vocabulary,وَعَظَ,يَعِظُ,عِظَةٌ / وَعْظٌ,"to exhort, admonish",,verb,
153,24,Vocabulary,وَهَبَ,يَهَبُ,هِبَةٌ,to give,,verb,
153,24,Vocabulary,اتَّخَذَ,يَتَّخِذُ,اتِّخَاذٌ,"to take, adopt",8,verb,
153,24,Vocabulary,يَئِسَ,يَيْأَسُ,يَأْسٌ,to despair,,verb,
153,24,Vocabulary,أَيْقَنَ,يُوقِنُ,إِيقَانٌ,to be certain,4,verb,
153,24,Vocabulary,بَطَلَ,يَبْطُلُ,بَطَلٌ,to be worthless,,verb,
153,24,Vocabulary,صَنَمٌ,,أَصْنَامٌ,idol,,noun,
153,24,Vocabulary,فَرْدٌ,,أَفْرَادٌ,"individual, alone",,noun,
153,24,Vocabulary,وَازِرَةٌ,,,soul bearing a burden,,noun,
153,24,Vocabulary,مِيزَانٌ,,مَوَازِينُ,balance,,noun,
159,25,Vocabulary,عَمَرَ,يَعْمُرُ,عَمْرٌ,"to build, build up",,verb,
159,25,Vocabulary,اسْتَمَعَ,يَسْتَمِعُ,اسْتِمَاعٌ,to listen to,8,verb,
159,25,Vocabulary,أُفُقٌ,,آفَاقٌ,horizon,,noun,
159,25,Vocabulary,بَرٌّ,,أَبْرَارٌ,"pious, god-fearing",,noun,
159,25,Vocabulary,بَطْشٌ,,,might,,noun,
159,25,Vocabulary,جَدَلٌ,,,contention,,noun,
159,25,Vocabulary,خُلْدٌ,,,eternity,,noun,
159,25,Vocabulary,رَازِقٌ,,,s.p. provider of sustenance,,noun,
159,25,Vocabulary,شِقَاقٌ,,,dissension,,noun,
159,25,Vocabulary,عَدَدٌ,,,number,,noun,
159,25,Vocabulary,عَدَاوَةٌ,,,enmity,,noun,
159,25,Vocabulary,عُدْوَةٌ,,,side of a valley,,noun,
159,25,Vocabulary,عُرْوَةٌ,,,handle,,noun,
159,25,Vocabulary,مُسْتَقَرٌّ,,,abode,,noun,
159,25,Vocabulary,قَسْوَةٌ,,,hardness,,noun,
159,25,Vocabulary,تَقْوِيمٌ,,,form,,noun,
159,25,Vocabulary,مَقِيلٌ,,,noon resting-place,,noun,
159,25,Vocabulary,أَبْقَى,,,more lasting,,noun,
160,25,Vocabulary,أَحَقُّ,,,more deserving [from حَقِيقٌ],,noun,
160,25,Vocabulary,أَدْنَى,,,"lowest, nearest [from دَانٍ]",,noun,checked against textbook
160,25,Vocabulary,دُنْيََا (f.),,,"lowest, nearest [from دَانٍ]",,noun,checked against textbook
160,25,Vocabulary,أَرْذَلُ,,,worst [from رَذِيلٌ],,noun,
160,25,Vocabulary,أَزْكَى,,,purer [from زَكِيٌّ],,noun,
160,25,Vocabulary,أَسْفَلُ,,,lower [from سَافِلٌ],,noun,
160,25,Vocabulary,أَقْصَى,,,"further, furthest",,noun,checked against textbook
160,25,Vocabulary,قٌصْوَى (f.),,,"further, furthest",,noun,checked against textbook
160,25,Vocabulary,أَكْرَمُ,,,nobler [from كَرِيمٌ],,noun,
160,25,Vocabulary,الْوُثْقَى,,,firmest,,noun,
160,25,Vocabulary,أَتْقَى,,,more pious [from تَقِيٌّ],,noun,
160,25,Vocabulary,أَوْلَى,,,nearer,,noun,
160,25,Vocabulary,أَوْهَنُ,,,frailest,,noun,
160,25,Vocabulary,خَيْرٌ,,,"good, better, best",,noun,
160,25,Vocabulary,شَرٌّ,,,"bad, worse, worst",,noun,
164,26,Vocabulary,أَحَبَّ,يُحِبُّ,مَحَبّ,to love,4,verb,
164,26,Vocabulary,حَاجَّ,يُحَاجُّ,حِجَاج,to argue about (*fī*),3,verb,
164,26,Vocabulary,أَحَلَّ,يُحِلُّ,إِحْلَال,"to make lawful, permit",4,verb,
164,26,Vocabulary,رَدَّ,يَرُدُّ,رَدّ,"to return, restore",,verb,
164,26,Vocabulary,صَدَّ,يَصُدُّ,صَدّ,to block,,verb,
164,26,Vocabulary,ضَرَّ,يَضُرُّ,ضَرّ,to harm,,verb,
164,26,Vocabulary,اِضْطَرَّ,يَضْطَرُّ,اِضْطِرَار,"to force, compel",8,verb,
164,26,Vocabulary,ضَلَّ,يَضِلُّ,ضَلَال,"to stray, err",,verb,
164,26,Vocabulary,أَضَلَّ,يُضِلُّ,إِضْلَال,to cause to stray,4,verb,
164,26,Vocabulary,ظَنَّ,يَظُنُّ,ظَنّ,to think,,verb,
164,26,Vocabulary,عَدَّ,يَعُدُّ,عَدّ,to count,,verb,
164,26,Vocabulary,أَعَدَّ,يُعِدُّ,إِعْدَاد,"to prepare, make ready",4,verb,
164,26,Vocabulary,قَصَّ,يَقُصُّ,قَصَص,to tell,,verb,
164,26,Vocabulary,مَرَّ,يَمُرُّ,مَرّ,to pass,,verb,
164,26,Vocabulary,مَسَّ,يَمَسُّ,مَسّ,to touch,,verb,
164,26,Vocabulary,نَفَعَ,يَنْفَعُ,نَفْع,to benefit,,verb,
165,26,Vocabulary,بَيْع,,,trading,,noun,
165,26,Vocabulary,رِبًا,,,usury,,noun,
165,26,Vocabulary,الرِّبَوَا,,,usury (with article),,noun,
165,26,Vocabulary,,,أَشْرَار,evil men (pl.),,noun,
165,26,Vocabulary,أَنْبَاء,,نَبَأ,news,,noun,
165,26,Vocabulary,أَلِيم,,,painful,,noun,
169,27,Vocabulary,سَجَدَ,يَسْجُدُ,سُجُود,to prostrate oneself,,verb,
169,27,Vocabulary,سَحَرَ,يَسْحَرُ,سِحْر,to bewitch,,verb,
169,27,Vocabulary,سَقَطَ,يَسْقُطُ,سُقُوط,to fall,,verb,
169,27,Vocabulary,عَبَدَ,يَعْبُدُ,عِبَادَة,"to serve, worship",,verb,
169,27,Vocabulary,غَفَرَ,يَغْفِرُ,مَغْفِرَة,to forgive,,verb,
169,27,Vocabulary,نَزَّلَ,يُنَزِّلُ,تَنْزِيل,to descend,5,verb,
169,27,Vocabulary,هَلَكَ,يَهْلِكُ,هَلَاك,to perish,,verb,
169,27,Vocabulary,وَضَعَ,يَضَعُ,وَضْع,to give birth to (sentence 21),,verb,
169,27,Vocabulary,إِفْك,,,lie,,noun,
169,27,Vocabulary,أُنْثَى,,إِنَاث,(f.) female,,noun,
170,27,Vocabulary,بَشِير,,,bringer of good tidings,,noun,
170,27,Vocabulary,حُجَّة,,,s.p. proof,,noun,
170,27,Vocabulary,دَابَّة,,دَوَابُّ,beast,,noun,
170,27,Vocabulary,رِزْق,,,sustenance,,noun,
170,27,Vocabulary,قَدَر,,,measure,,noun,
170,27,Vocabulary,لِسَان,,أَلْسِنَة,tongue,,noun,
170,27,Vocabulary,الْمَسِيح,,,the Anointed One,,noun,
170,27,Vocabulary,وَرَقَة,,وَرَق,leaf,,noun,
170,27,Vocabulary,خَاطِئ,,,s.p. sinner,,noun,
177,28,Vocabulary,سَارَ,يَسِيرُ,سَيْر,to journey,,verb,
177,28,Vocabulary,خَافَ,يَخَافُ,خَوْف,to fear,,verb,
177,28,Vocabulary,جَاءَ,يَجِيءُ,,to come,,verb,
177,28,Vocabulary,زَادَ,يَزِيدُ,زِيَادَة,to increase,,verb,
177,28,Vocabulary,شَاءَ,يَشَاءُ,,to wish,,verb,
177,28,Vocabulary,سَاءَ,يَسُوءُ,سُوء,to be bad,,verb,
177,28,Vocabulary,أَرَادَ,يُرِيدُ,إِرَادَة,to want,4,verb,
177,28,Vocabulary,أَطَاعَ,يُطِيعُ,إِطَاعَة,to obey,4,verb,
177,28,Vocabulary,اِسْتَطَاعَ,يَسْتَطِيعُ,اِسْتِطَاعَة,"to be able (This verb—exceptionally—sometimes drops the *tāʾ* of the 10ᵗʰ form prefix, producing *isṭāʿa, yasṭīʿ*, and *tasṭiʿ*.)",10,verb,
177,28,Vocabulary,قَامَ,يَقُومُ,قِيَام,"to stand, rise",,verb,
177,28,Vocabulary,أَقَامَ,يُقِيمُ,إِقَامَة / (إِقَام),"to perform, uphold",4,verb,
177,28,Vocabulary,مَاتَ,يَمُوتُ,مَوْت,"to die (Though *māta* has a *wāw* as its middle radical, the contracted forms of the Perfect normally have a *kasra: mittu* etc.)",,verb,
177,28,Vocabulary,ذَاقَ,يَذُوقُ,ذَوْق,to taste,,verb,
178,28,Vocabulary,أَحَاطَ,يُحِيطُ,إِحَاطَة,"to surround, comprehend",4,verb,
178,28,Vocabulary,أَصَابَ,يُصِيبُ,إِصَابَة,"to smite, befall",4,verb,
178,28,Vocabulary,اِسْتَجَابَ,يَسْتَجِيبُ,جَوَاب,to answer,10,verb,
178,28,Vocabulary,أَجَابَ,يُجِيبُ,جَوَاب,to answer,4,verb,
178,28,Vocabulary,صَرَفَ,يَصْرِفُ,صَرْف,"to turn, turn away (trans.)",,verb,
178,28,Vocabulary,أَبْدَلَ,يُبْدِلُ,إِبْدَال,to give in exchange,4,verb,
178,28,Vocabulary,رَيْب,,,cold (noun),,verb,
178,28,Vocabulary,بَيِّنَة,,,clear proof,,verb,
178,28,Vocabulary,كَيْد,,,"plotting, wiles",,verb,
178,28,Vocabulary,وَيْل,,,mischief,,verb,
178,28,Vocabulary,وَزْن,,,weight,,verb,
178,28,Vocabulary,بِالْأَمْسِ,,,yesterday,,verb,
182,29,Vocabulary,سَارَعَ,يُسَارِعُ,سِرَاع,to vie in; race,3,verb,
182,29,Vocabulary,أَبْلَغَ,يُبْلِغُ,إِبْلَاغ,to convey,4,verb,
182,29,Vocabulary,أَكْثَرَ,يُكْثِرُ,إِكْثَار,"to multiply, make much of",4,verb,
182,29,Vocabulary,اِعْتَذَرَ,يَعْتَذِرُ,اِعْتِذَار,to make excuses,8,verb,
182,29,Vocabulary,فَطَرَ,يَفْطُرُ,فَطْر,to create,,verb,
183,29,Vocabulary,رَهْط,,,kin; person,,noun,
183,29,Vocabulary,صِدِّيق,,,truthful,,noun,
183,29,Vocabulary,كَلِمَة,,,word,,noun,
183,29,Vocabulary,لِبَاس,,,clothing; garment,,noun,
183,29,Vocabulary,نَمْل,,,ants (collective),,noun,
183,29,Vocabulary,رِسَالَة,,,"message, letter",,noun,
183,29,Vocabulary,مَائِدَة,,,table,,noun,
183,29,Vocabulary,أَبَدًا,,,ever,,noun,
